item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
695,234,268,2,264.67,7.6,489.13
696,235,484,3,226.17,12.69,592.37
697,235,94,2,83.89,0.35,167.19
698,235,420,3,104.63,6.05,294.88
699,236,135,2,123.37,7.39,228.5
700,236,310,2,365.27,16.96,606.62
701,237,467,1,410.97,14.12,352.92
702,237,44,2,335.41,11.78,591.79
703,237,170,3,295.91,3.59,855.89
704,237,197,2,107.66,10.51,192.69
705,238,92,3,109.59,5.35,311.19
706,238,390,1,300.8,2.11,294.46
707,238,255,3,327.41,16.39,821.21
708,239,43,2,300.9,13.58,520.08
709,239,342,3,528.57,4.7,1511.21
710,239,260,3,421.26,9.71,1141.01
711,239,226,3,239.04,14.87,610.49
712,239,37,3,165.58,9.51,449.5
713,240,313,1,255.55,1.98,250.48
714,240,265,1,295.45,3.99,283.67
715,240,475,1,94.44,17.93,77.51
716,240,232,1,333.59,17.62,274.8
717,241,148,3,409.62,0.48,1222.94
718,241,451,1,46.98,6.63,43.86
719,241,36,2,73.97,0.67,146.95
720,241,239,2,347.15,13.67,599.36
721,241,201,3,94.02,18.79,229.06
722,242,131,1,436.21,4.72,415.63
723,242,118,1,204.32,19.61,164.25
724,242,158,2,253.43,13.43,438.81
725,242,478,2,155.59,0.88,308.45
726,243,211,2,42.6,6.43,79.72
727,243,340,3,185.82,11.13,495.4
728,243,428,2,117.84,13.04,204.95
729,243,215,2,284.51,13.02,494.91
730,244,459,2,250.25,16.21,419.38
731,244,379,2,82.49,19.81,132.3
732,244,341,1,133.4,7.95,122.79
733,244,233,3,215.88,11.99,569.99
734,245,200,2,216.03,8.39,395.79
735,245,168,3,179.11,17.81,441.63
736,246,336,3,254.97,9.95,688.79
737,246,487,1,155.47,1.59,152.99
738,246,171,3,259.2,3.97,746.71
739,246,96,1,41.44,8.61,37.87
740,246,257,3,345.25,13.42,896.79
741,247,489,2,381.69,14.94,649.33
742,247,264,1,422.21,12.02,371.46
743,247,74,2,220.2,15.82,370.72
744,247,83,2,426.99,4.06,819.31
745,247,392,3,405.44,4.27,1164.4
746,248,441,3,294.48,17.99,724.48
747,248,18,1,540.65,17.81,444.33
748,248,214,3,94.45,6.65,264.49
749,249,269,3,417.47,11.32,1110.6
750,249,193,3,57.5,3.87,165.82
751,249,171,3,259.2,5.93,731.46
752,249,221,1,222.61,0.65,221.17
753,249,347,3,153.56,13.49,398.52
754,250,18,2,540.65,5.58,1021.02
755,251,462,2,180.45,17.24,298.7
756,251,31,1,139.09,3.53,134.18
757,251,406,1,33.53,6.36,31.4
758,251,156,1,119.71,14.99,101.76
759,252,214,3,94.45,9.82,255.52
760,252,303,2,223.01,16.41,372.81
761,252,55,1,237.99,1.58,234.22
762,252,60,1,334.1,11.47,295.77
763,252,256,3,30.37,19.83,73.04
764,253,55,1,237.99,2.19,232.78
765,253,327,2,48.53,2.61,94.53
766,253,2,3,331.37,0.15,992.63
767,254,354,2,144.93,3.56,279.53
768,254,23,1,240.53,13.3,208.54
769,254,429,3,209.6,14.0,540.74
770,254,164,3,46.14,6.75,129.07
771,255,440,2,298.71,14.35,511.68
772,255,233,1,215.88,7.44,199.81
773,256,143,2,253.4,12.74,442.22
774,256,351,1,281.76,15.69,237.55
775,257,15,3,190.07,13.13,495.34
776,257,127,1,22.76,14.59,19.44
777,257,293,2,279.16,15.08,474.12
778,257,191,3,283.86,4.07,816.9
779,258,345,3,518.83,17.75,1280.17
780,258,271,2,183.3,11.16,325.7
781,259,407,1,71.92,6.43,67.3
782,259,112,2,530.19,12.08,932.29
783,259,204,3,62.98,18.75,153.52
784,259,296,1,277.26,7.81,255.6
785,260,6,2,36.55,10.01,65.78
786,260,15,3,190.07,17.26,471.78
787,260,344,2,305.39,13.33,529.35
788,260,366,2,336.84,3.81,648.0
789,261,426,1,220.85,3.02,214.18
790,261,407,1,71.92,1.14,71.1
791,262,257,2,345.25,7.05,641.83
792,262,391,1,19.41,2.27,18.97
793,262,348,3,177.57,19.18,430.55
794,262,341,2,133.4,6.16,250.38
795,263,380,1,22.85,0.02,22.85
796,263,386,2,141.6,15.24,240.05
797,263,71,3,339.13,5.2,964.47
798,264,66,3,30.93,14.69,79.16
799,264,13,2,119.12,11.48,210.88
800,264,492,2,223.89,19.89,358.73
801,264,162,3,430.25,1.7,1268.79
802,265,345,2,518.83,1.72,1019.77
803,265,305,3,244.08,9.07,665.86
804,265,3,3,85.06,2.85,247.91
805,266,159,3,37.97,0.48,113.36
806,267,90,2,306.35,16.47,511.76
807,267,239,3,347.15,17.42,860.0
808,268,281,3,219.98,15.31,558.92
809,268,15,2,190.07,14.93,323.38
810,268,51,1,180.9,5.04,171.79
811,268,396,3,228.5,16.69,571.06
812,269,107,3,191.07,9.08,521.18
813,269,58,3,238.58,13.06,622.27
814,270,471,1,34.52,8.92,31.44
815,270,160,2,266.84,2.0,523.0
816,270,327,1,48.53,4.21,46.49
817,270,318,2,228.22,2.65,444.36
818,271,332,3,233.42,5.42,662.28
819,272,121,3,138.71,16.33,348.18
820,272,467,3,410.97,11.51,1091.03
821,272,340,2,185.82,3.67,358.0
822,272,432,2,467.13,5.19,885.77
823,272,320,2,350.79,7.27,650.59
824,273,338,1,87.09,10.2,78.21
825,273,196,1,124.97,12.81,108.96
826,273,277,2,158.97,3.67,306.29
827,273,313,2,255.55,7.54,472.57
828,274,70,2,107.62,16.29,180.18
829,275,423,1,246.85,11.04,219.6
830,275,300,2,44.34,8.1,81.5
831,276,47,2,254.96,18.09,417.67
832,276,396,3,228.5,10.17,615.81
833,276,205,3,201.81,4.57,577.79
834,276,201,3,94.02,11.54,249.5
835,276,187,2,293.03,11.69,517.56
836,277,414,3,181.58,1.02,539.21
837,277,55,2,237.99,10.04,428.17
838,277,10,3,358.77,9.94,969.29
839,277,459,3,250.25,18.45,612.27
840,277,207,2,293.47,11.36,520.23
841,278,68,1,230.56,7.44,213.4
842,278,358,3,203.4,1.69,599.9
843,278,58,2,238.58,1.78,468.66
844,278,110,2,195.45,0.39,389.39
845,278,392,2,405.44,17.07,672.43
846,279,137,2,137.07,7.84,252.63
847,280,401,2,94.26,14.84,160.54
848,281,302,2,33.87,15.93,56.95
849,281,178,2,126.67,19.25,204.57
850,281,497,1,373.72,2.27,365.22
851,282,257,2,345.25,14.99,586.97
852,282,58,2,238.58,6.6,445.65
853,282,158,2,253.43,7.51,468.81
854,282,498,2,288.15,9.4,522.14
855,283,6,1,36.55,18.53,29.78
856,284,12,1,88.09,11.19,78.23
857,284,70,2,107.62,19.82,172.58
858,284,117,1,288.29,12.79,251.42
859,284,74,1,220.2,19.14,178.06
860,285,462,1,180.45,7.96,166.08
861,285,68,3,230.56,14.83,589.13
862,285,331,1,143.75,8.16,132.02
863,286,425,1,98.08,7.43,90.79
864,286,356,3,73.69,19.76,177.38
865,286,401,3,94.26,0.88,280.3
866,286,4,1,296.01,0.0,296.01
867,287,368,3,279.94,6.23,787.48
868,288,305,3,244.08,6.05,687.91
869,288,439,3,94.47,4.39,270.98
870,288,340,3,185.82,19.64,447.99
871,288,480,1,299.62,6.66,279.65
872,289,158,3,253.43,9.77,685.99
873,289,42,3,339.55,17.83,837.0
874,289,74,2,220.2,18.5,358.95
875,290,95,3,162.7,4.26,467.29
876,291,414,1,181.58,4.97,172.55
877,291,144,2,420.25,3.04,814.95
878,291,463,1,265.49,12.59,232.06
879,292,426,3,220.85,3.28,640.79
880,293,210,2,134.97,6.6,252.12
881,293,154,3,324.69,3.93,935.76
882,293,303,1,223.01,12.81,194.44
883,293,33,2,520.85,2.24,1018.39
884,294,439,2,94.47,6.52,176.62
885,294,368,1,279.94,0.77,277.8
886,294,107,2,191.07,9.64,345.31
887,294,350,2,140.6,18.45,229.32
888,295,481,1,122.81,5.35,116.24
889,296,227,2,123.54,15.23,209.44
890,296,151,2,317.21,14.86,540.17
891,296,459,1,250.25,11.91,220.44
892,297,228,3,325.33,3.18,944.93
893,297,69,1,241.47,16.47,201.69
894,297,244,3,74.5,0.88,221.52
895,297,293,1,279.16,7.88,257.16
896,298,134,2,398.08,0.96,788.55
897,298,290,2,286.41,11.36,507.73
898,298,39,1,183.72,14.18,157.67
899,298,467,1,410.97,10.04,369.7
900,298,246,3,84.15,7.65,233.14
901,299,361,3,411.46,0.39,1229.53
902,299,453,2,53.91,6.06,101.29
903,300,435,2,56.18,8.81,102.46
904,300,13,3,119.12,19.51,287.64
905,300,313,2,255.55,11.17,454.03
906,300,51,3,180.9,0.64,539.23
907,301,352,3,434.0,5.92,1224.88
908,301,305,1,244.08,18.13,199.82
909,301,298,3,31.56,15.89,79.63
910,301,341,2,133.4,2.67,259.68
911,302,256,1,30.37,6.81,28.3
912,302,468,3,168.99,3.84,487.52
913,302,232,2,333.59,15.52,563.61
914,302,61,3,386.84,16.22,972.33
915,302,348,1,177.57,16.32,148.59
916,303,293,1,279.16,5.02,265.14
917,303,331,3,143.75,5.02,409.58
918,304,308,2,232.29,12.29,407.47
919,305,127,2,22.76,17.69,37.47
920,305,302,1,33.87,17.43,27.97
921,305,176,3,368.89,6.66,1032.96
922,305,326,1,181.94,14.83,154.96
923,306,352,2,434.0,6.28,813.53
924,306,259,1,237.68,6.95,221.16
925,307,229,3,283.05,15.49,717.65
926,307,459,1,250.25,19.15,202.33
927,307,40,2,63.04,9.91,113.58
928,307,238,2,98.31,15.56,166.02
929,307,150,2,367.19,8.34,673.11
930,308,429,3,209.6,12.09,552.79
931,308,327,3,48.53,10.07,130.93
932,308,36,3,73.97,14.69,189.31
933,308,212,3,421.69,2.31,1235.87
934,309,365,3,236.84,4.87,675.9
935,310,219,2,324.82,12.72,567.02
936,310,356,2,73.69,4.45,140.83
937,310,456,3,96.53,3.01,280.87
938,310,278,1,306.96,17.63,252.85
939,310,242,3,471.0,1.19,1396.15
940,311,216,3,328.65,13.96,848.3
941,311,375,3,46.57,2.18,136.67
942,311,62,3,368.43,15.18,937.53
943,311,229,1,283.05,16.0,237.78
944,311,85,1,269.13,3.12,260.74
945,312,322,2,30.69,13.59,53.04
946,312,212,3,421.69,19.42,1019.38
947,313,361,1,411.46,11.74,363.14
948,314,258,3,31.24,17.24,77.57
949,314,465,3,40.96,6.82,114.5
950,314,255,3,327.41,16.4,821.13
951,314,417,3,247.73,8.48,680.14
952,315,75,2,144.65,12.79,252.31
953,315,360,1,314.52,3.97,302.03
954,315,403,3,170.7,6.39,479.4
955,315,223,2,389.35,10.34,698.19
956,315,491,2,36.17,10.97,64.4
957,316,435,3,56.18,12.35,147.73
958,316,239,2,347.15,18.15,568.31
959,316,31,3,139.09,1.49,411.04
960,316,157,2,229.97,14.34,394.01
961,316,156,2,119.71,1.62,235.54
962,317,325,3,65.85,17.92,162.14
963,317,409,2,382.07,9.45,691.92
964,317,99,1,144.6,10.86,128.9
965,317,442,2,248.62,14.06,427.34
966,318,429,1,209.6,16.4,175.22
967,318,201,3,94.02,11.12,250.68
968,318,339,2,81.77,1.03,161.85
969,318,38,3,23.75,1.1,70.47
970,318,63,2,294.04,4.4,562.2
971,319,242,3,471.0,10.55,1263.98
972,319,222,1,218.87,6.5,204.65
973,319,69,2,241.47,18.49,393.65
974,320,300,2,44.34,14.82,75.54
975,320,269,3,417.47,1.46,1234.09
976,320,281,1,219.98,19.57,176.93
977,320,85,1,269.13,4.0,258.37
978,320,498,2,288.15,4.71,549.14
979,321,417,1,247.73,4.18,237.38
980,321,36,3,73.97,5.95,208.7
981,321,67,2,212.48,2.03,416.33
982,321,62,1,368.43,1.22,363.92
983,322,455,2,425.49,4.25,814.81
984,322,447,3,175.52,6.85,490.5
985,323,198,2,351.83,14.51,601.56
986,323,396,3,228.5,9.0,623.78
987,323,286,3,149.52,6.98,417.26
988,323,242,1,471.0,16.74,392.17
989,323,386,1,141.6,19.94,113.37
990,324,318,3,228.22,15.18,580.71
991,324,57,3,160.05,5.38,454.31
992,324,416,3,183.54,12.5,481.81
993,324,303,3,223.01,19.25,540.26
994,324,178,2,126.67,1.69,249.05
995,325,257,2,345.25,16.05,579.69
996,325,130,2,470.84,6.27,882.64
997,325,320,1,350.79,10.27,314.77
998,325,457,3,453.32,6.34,1273.76
999,326,302,1,33.87,13.13,29.42
1000,326,44,1,335.41,19.69,269.38
1001,326,341,1,133.4,15.04,113.34
1002,327,400,1,282.34,11.55,249.74
1003,327,280,1,363.1,4.99,344.97
1004,328,247,2,161.11,4.93,306.32
1005,328,98,2,195.07,10.89,347.64
1006,328,321,2,108.24,14.61,184.84
1007,329,142,1,280.07,0.61,278.37
1008,329,407,2,71.92,7.82,132.6
1009,329,45,1,35.26,3.7,33.96
1010,330,449,2,138.08,15.26,234.02
1011,330,141,3,277.52,4.28,796.96
1012,330,180,1,408.03,16.07,342.45
1013,330,50,2,21.72,15.98,36.5
1014,331,184,1,366.64,2.57,357.2
1015,331,271,1,183.3,7.12,170.24
1016,332,359,2,305.54,0.55,607.72
1017,332,372,3,52.69,5.59,149.23
1018,332,51,3,180.9,13.68,468.46
1019,332,377,2,227.71,2.24,445.23
1020,333,375,2,46.57,18.46,75.95
1021,333,32,2,101.22,17.36,167.3
1022,333,371,2,243.59,18.63,396.42
1023,333,238,1,98.31,18.22,80.4
1024,334,116,3,135.71,12.22,357.38
1025,334,90,1,306.35,4.98,291.11
1026,334,18,1,540.65,4.0,519.04
1027,335,39,2,183.72,16.67,306.19
1028,336,74,3,220.2,19.21,533.69
1029,336,94,2,83.89,10.85,149.58
1030,337,411,3,352.88,2.15,1035.83
1031,337,199,3,191.99,16.64,480.11
1032,337,492,2,223.89,8.5,409.73
1033,337,493,2,451.52,9.05,821.35
1034,337,391,2,19.41,9.22,35.24
1035,338,353,3,339.4,16.47,850.51
1036,338,177,3,324.63,8.43,891.75
1037,338,135,3,123.37,1.61,364.17
1038,339,319,2,348.21,3.88,669.4
1039,339,33,2,520.85,10.57,931.59
1040,339,14,3,151.98,7.95,419.67
1041,339,177,2,324.63,0.51,645.97
1042,340,218,2,52.22,15.62,88.12
1043,340,199,3,191.99,2.19,563.34
1044,340,473,2,209.11,7.71,385.98
1045,341,344,3,305.39,1.31,904.14
1046,341,22,2,214.15,4.19,410.35
1047,341,307,1,208.68,15.98,175.33
1048,341,252,3,289.54,13.36,752.55
1049,341,298,1,31.56,6.61,29.47
1050,342,406,1,33.53,14.13,28.79
1051,342,173,3,365.49,18.93,888.9
1052,343,357,3,172.89,12.76,452.47
1053,343,235,2,302.26,11.04,537.81
1054,343,173,3,365.49,1.5,1080.01
1055,343,420,2,104.63,2.37,204.3
1056,343,492,1,223.89,14.94,190.44
1057,344,254,2,225.94,13.64,390.24
1058,344,62,2,368.43,3.47,711.29
1059,344,498,3,288.15,18.62,703.48
1060,344,34,2,131.98,3.16,255.62
1061,345,167,2,179.89,7.79,331.76
1062,346,218,1,52.22,18.85,42.38
1063,346,194,3,335.42,18.9,816.12
1064,346,405,2,378.27,10.37,678.08
1065,347,88,2,194.86,0.93,386.09
1066,348,320,2,350.79,9.32,636.2
1067,349,205,3,201.81,5.82,570.19
1068,350,195,3,102.17,10.51,274.3
1069,350,285,3,93.08,2.51,272.22
1070,350,490,3,102.16,13.32,265.67
1071,351,256,3,30.37,3.83,87.62
1072,351,195,1,102.17,9.45,92.51
1073,351,350,2,140.6,16.54,234.68
1074,351,35,3,340.33,12.56,892.77
1075,352,243,2,44.7,11.89,78.77
1076,352,36,3,73.97,18.31,181.27
1077,352,362,2,17.27,4.06,33.14
1078,353,494,2,176.47,2.07,345.62
1079,353,167,2,179.89,9.38,326.04
1080,353,51,2,180.9,18.49,294.89
1081,354,274,3,29.33,9.57,79.57
1082,354,155,3,40.51,5.33,115.05
1083,354,287,1,189.94,15.73,160.06
1084,354,297,3,372.41,11.85,984.86
1085,355,367,1,67.25,17.03,55.79
1086,356,241,2,161.49,7.43,298.99
1087,356,423,2,246.85,8.53,451.59
1088,356,185,2,139.72,9.74,252.23
1089,356,228,3,325.33,18.75,792.99
1090,356,441,3,294.48,15.31,748.17
1091,357,389,2,312.81,16.81,520.46
1092,357,182,1,510.9,15.24,433.03
1093,358,333,2,50.7,2.49,98.88
1094,358,173,3,365.49,1.76,1077.22
1095,359,289,1,57.52,2.92,55.84
1096,359,122,1,382.38,17.94,313.78
1097,359,265,2,295.45,8.06,543.28
1098,359,117,1,288.29,13.05,250.67
1099,359,497,3,373.72,16.36,937.7
1100,360,162,3,430.25,16.81,1073.75
1101,360,94,1,83.89,13.55,72.53
1102,360,71,1,339.13,19.56,272.79
1103,360,262,3,194.26,3.2,564.15
1104,360,300,1,44.34,0.92,43.93
1105,361,100,2,18.04,3.81,34.71
1106,362,479,3,20.19,12.6,52.94
1107,362,184,2,366.64,11.69,647.56
1108,363,143,3,253.4,10.75,678.47
1109,363,108,2,83.78,6.41,156.81
1110,363,35,3,340.33,7.31,946.38
1111,364,415,3,360.71,2.56,1054.43
1112,364,398,3,109.42,4.8,312.49
1113,364,265,1,295.45,17.24,244.5
1114,364,357,1,172.89,15.02,146.93
1115,364,180,2,408.03,3.69,785.94
1116,365,37,3,165.58,19.93,397.76
1117,365,379,2,82.49,10.5,147.65
1118,365,100,2,18.04,13.56,31.19
1119,365,253,1,200.27,5.23,189.8
1120,365,482,2,55.3,18.69,89.93
1121,366,344,3,305.39,7.03,851.74
1122,367,29,1,40.82,11.19,36.25
1123,367,68,1,230.56,1.2,227.8
1124,367,286,2,149.52,14.4,255.98
1125,368,316,1,219.48,6.73,204.7
1126,368,113,3,434.0,16.01,1093.55
1127,368,444,2,154.23,19.11,249.52
1128,369,224,2,95.74,12.14,168.24
1129,369,499,2,312.87,9.69,565.11
1130,370,466,2,78.67,18.4,128.4
1131,370,395,2,107.9,4.11,206.93
1132,370,248,2,483.86,19.49,779.07
1133,370,391,1,19.41,14.53,16.59
1134,370,481,1,122.81,17.14,101.76
1135,371,191,1,283.86,3.75,273.23
1136,372,268,1,264.67,12.43,231.78
1137,372,178,3,126.67,1.42,374.63
1138,373,87,2,208.98,7.04,388.53
1139,373,131,3,436.21,17.01,1086.03
1140,373,434,1,85.9,5.72,80.99
1141,373,323,2,467.27,12.1,821.44
1142,373,23,1,240.53,10.89,214.33
1143,374,289,1,57.52,12.61,50.26
1144,374,5,2,85.46,4.39,163.42
1145,374,253,3,200.27,17.23,497.3
1146,375,387,2,170.36,19.16,275.45
1147,376,177,3,324.63,5.86,916.81
1148,376,464,3,73.91,2.21,216.83
1149,377,238,1,98.31,13.73,84.82
1150,377,458,2,200.78,16.72,334.41
1151,377,303,3,223.01,5.4,632.91
1152,378,407,1,71.92,14.98,61.15
1153,379,429,3,209.6,16.54,524.81
1154,379,316,2,219.48,19.73,352.35
1155,380,352,1,434.0,4.15,416.0
1156,381,468,1,168.99,11.33,149.84
1157,381,127,3,22.76,17.29,56.47
1158,381,8,3,308.34,7.75,853.34
1159,382,294,2,207.14,6.58,387.02
1160,383,378,1,385.86,9.19,350.4
1161,383,78,3,492.39,19.01,1196.31
1162,384,174,2,24.15,8.32,44.28
1163,384,471,1,34.52,9.17,31.36
1164,384,131,3,436.21,5.28,1239.58
1165,385,60,2,334.1,18.7,543.22
1166,385,283,1,364.9,15.12,309.74
1167,385,243,3,44.7,7.56,123.96
1168,385,51,3,180.9,11.8,478.65
1169,386,1,2,216.07,18.14,353.74
1170,387,141,3,277.52,10.65,743.91
1171,387,303,1,223.01,9.79,201.18
1172,387,1,2,216.07,12.8,376.83
1173,387,470,2,321.31,7.34,595.48
1174,388,469,3,387.95,4.2,1115.02
1175,388,443,3,381.42,13.58,988.9
1176,388,86,3,26.09,12.61,68.4
1177,389,249,2,374.51,15.04,636.34
1178,389,35,3,340.33,10.28,916.04
1179,390,221,2,222.61,13.78,383.89
1180,390,402,1,192.6,12.77,168.01
1181,390,316,3,219.48,13.78,567.7
1182,390,339,2,81.77,7.11,151.92
1183,391,381,3,147.09,14.08,379.16
1184,391,16,3,110.97,14.55,284.46
1185,392,252,1,289.54,9.62,261.67
1186,392,360,1,314.52,18.31,256.94
1187,392,366,2,336.84,11.92,593.4
1188,392,178,2,126.67,11.32,224.66
1189,392,196,1,124.97,10.41,111.96
1190,393,104,3,190.73,10.34,513.04
1191,393,33,3,520.85,0.24,1558.75
1192,393,134,1,398.08,13.91,342.72
1193,394,266,3,103.36,11.02,275.92
1194,394,431,3,103.46,0.14,309.94
1195,394,387,1,170.36,8.2,156.39
1196,394,476,3,56.43,12.2,148.63
1197,394,208,3,290.8,12.41,764.14
1198,395,156,1,119.71,12.55,104.69
1199,395,410,3,257.66,16.04,649.02
1200,396,242,2,471.0,1.77,925.37
1201,396,12,2,88.09,0.46,175.36
1202,396,141,2,277.52,7.07,515.8
1203,396,120,1,417.34,9.36,378.27
1204,396,93,2,158.06,16.68,263.4
1205,397,132,1,263.04,19.51,211.72
1206,397,223,1,389.35,12.47,340.79
1207,398,293,1,279.16,9.02,253.98
1208,398,4,2,296.01,10.29,531.12
1209,398,198,3,351.83,8.26,968.33
1210,398,258,2,31.24,2.31,61.04
1211,398,295,2,363.57,7.73,670.97
1212,399,370,3,189.06,18.17,464.14
1213,400,350,1,140.6,9.04,127.89
1214,400,9,1,327.92,4.45,313.31
1215,401,481,2,122.81,16.5,205.09
1216,401,477,3,256.1,11.61,679.07
1217,401,1,1,216.07,10.99,192.32
1218,401,34,3,131.98,13.86,341.06
1219,401,185,1,139.72,8.24,128.2
1220,402,267,3,193.12,6.83,539.77
1221,402,276,3,173.8,7.78,480.82
1222,402,358,2,203.4,18.38,332.03
1223,402,289,3,57.52,10.39,154.63
1224,402,453,2,53.91,17.2,89.28
1225,403,41,1,33.32,0.62,33.11
1226,403,410,2,257.66,11.13,457.97
1227,403,353,3,339.4,7.91,937.64
1228,403,239,2,347.15,4.97,659.78
1229,404,396,1,228.5,11.2,202.91
1230,404,440,2,298.71,1.29,589.72
1231,404,405,3,378.27,2.08,1111.19
1232,404,434,1,85.9,10.5,76.88
1233,404,161,2,283.93,6.79,529.28
1234,405,48,2,142.88,18.15,233.9
1235,405,288,3,100.28,17.82,247.24
1236,405,174,3,24.15,13.99,62.32
1237,405,363,1,60.12,2.0,58.92
1238,405,472,2,156.05,13.12,271.14
1239,406,185,3,139.72,11.61,370.48
1240,406,361,1,411.46,16.26,344.58
1241,406,23,2,240.53,11.14,427.49
1242,406,184,3,366.64,7.69,1015.38
1243,407,7,1,257.21,14.88,218.92
1244,408,158,1,253.43,8.88,230.93
1245,409,437,3,219.17,0.08,656.98
1246,409,495,3,118.73,14.91,303.07
1247,409,283,1,364.9,7.59,337.22
1248,410,287,2,189.94,2.72,369.54
1249,410,447,3,175.52,10.58,470.86
1250,410,422,1,166.63,1.54,164.07
1251,410,471,2,34.52,15.22,58.53
1252,410,303,3,223.01,8.62,611.35
1253,411,10,1,358.77,15.92,301.65
1254,411,62,2,368.43,8.39,675.05
1255,412,305,3,244.08,7.85,674.73
1256,412,413,1,270.64,3.32,261.66
1257,412,307,2,208.68,10.97,371.56
1258,412,463,1,265.49,18.38,216.7
1259,413,410,3,257.66,0.73,767.37
1260,413,414,1,181.58,5.25,172.04
1261,413,316,3,219.48,17.58,542.69
1262,414,382,1,189.42,9.62,171.2
1263,414,132,1,263.04,16.49,219.67
1264,414,213,2,198.84,8.59,363.51
1265,414,496,2,232.37,18.87,377.06
1266,415,46,1,105.44,3.61,101.63
1267,416,137,2,137.07,10.84,244.42
1268,416,69,2,241.47,14.75,411.72
1269,416,377,3,227.71,14.28,585.55
1270,417,33,3,520.85,18.88,1267.52
1271,417,197,2,107.66,16.27,180.28
1272,417,231,2,156.81,14.23,268.98
1273,417,450,1,189.91,2.94,184.32
1274,418,479,3,20.19,8.22,55.59
1275,419,53,3,122.33,11.29,325.57
1276,419,355,1,90.98,3.53,87.77
1277,420,407,2,71.92,1.87,141.15
1278,420,124,3,120.2,9.63,325.89
1279,420,32,1,101.22,1.29,99.91
1280,420,442,2,248.62,18.36,405.93
1281,421,326,3,181.94,5.63,515.07
1282,421,206,3,213.18,12.8,557.66
1283,422,128,2,247.81,12.32,434.55
1284,422,445,2,344.46,16.5,575.25
1285,422,451,2,46.98,19.53,75.61
1286,423,62,3,368.43,14.59,943.99
1287,423,145,2,217.67,17.65,358.51
1288,423,346,2,414.09,18.51,674.84
1289,423,111,3,332.63,3.66,961.4
1290,423,46,3,105.44,14.56,270.25
1291,424,398,1,109.42,14.71,93.33
1292,424,453,2,53.91,5.47,101.92
1293,424,268,3,264.67,16.42,663.64
1294,424,279,1,83.56,15.79,70.37
1295,424,258,3,31.24,16.69,78.08
1296,425,250,3,213.77,14.52,548.18
1297,425,239,2,347.15,16.67,578.55
1298,425,316,3,219.48,18.78,534.77
1299,425,110,2,195.45,19.65,314.1
1300,425,7,3,257.21,2.77,750.24
1301,426,41,1,33.32,11.1,29.62
1302,426,50,1,21.72,10.84,19.37
1303,426,415,2,360.71,2.24,705.28
1304,427,35,2,340.33,6.56,635.98
1305,428,97,3,432.8,18.89,1053.07
1306,428,374,1,343.35,19.38,276.82
1307,428,396,2,228.5,13.65,394.63
1308,429,175,3,145.45,10.48,390.6
1309,429,45,3,35.26,9.61,95.62
1310,429,62,3,368.43,12.87,963.03
1311,430,300,3,44.34,9.06,120.97
1312,431,8,2,308.34,19.44,496.78
1313,432,282,1,205.67,1.47,202.64
1314,433,86,1,26.09,2.89,25.34
1315,433,497,2,373.72,18.96,605.72
1316,433,237,1,77.64,11.94,68.37
1317,433,122,3,382.38,2.6,1117.36
1318,433,472,2,156.05,10.99,277.79
1319,434,26,1,42.2,14.91,35.91
1320,434,494,1,176.47,15.85,148.5
1321,434,359,1,305.54,9.48,276.58
1322,434,486,2,303.11,13.11,526.75
1323,434,405,2,378.27,9.89,681.7
1324,435,454,2,368.84,17.5,608.57
1325,435,380,2,22.85,3.81,43.96
1326,435,174,1,24.15,5.29,22.87
1327,435,365,1,236.84,13.9,203.92
1328,435,22,3,214.15,12.79,560.31
1329,436,451,2,46.98,12.6,82.12
1330,436,89,1,90.67,17.11,75.15
1331,436,325,2,65.85,10.54,117.82
1332,436,328,2,332.85,14.22,571.06
1333,436,385,1,431.76,13.57,373.19
1334,437,329,2,322.58,4.58,615.59
1335,437,77,1,246.57,18.07,202.02
1336,437,120,2,417.34,14.48,713.83
1337,437,89,3,90.67,1.73,267.3
1338,437,133,3,171.01,3.97,492.68
1339,438,64,2,204.72,13.26,355.16
1340,438,132,1,263.04,0.22,262.45
1341,438,309,2,155.18,1.2,306.64
1342,439,359,3,305.54,13.29,794.77
1343,439,492,3,223.89,19.88,538.12
1344,439,449,1,138.08,7.72,127.41
1345,439,17,3,123.87,8.89,338.59
1346,439,201,3,94.02,7.43,261.1
1347,440,384,3,367.12,12.95,958.7
1348,440,276,3,173.8,15.24,441.96
1349,441,260,1,421.26,10.16,378.46
1350,441,323,1,467.27,4.03,448.44
1351,441,58,2,238.58,19.17,385.7
1352,441,406,2,33.53,16.75,55.83
1353,441,296,1,277.26,5.02,263.35
1354,442,172,3,248.16,9.91,670.68
1355,442,43,3,300.9,18.71,733.84
1356,442,4,1,296.01,6.2,277.67
1357,442,192,2,220.33,17.83,362.09
1358,443,292,2,334.57,18.04,548.4
1359,444,303,3,223.01,19.91,535.82
1360,444,42,3,339.55,2.21,996.09
1361,444,462,2,180.45,12.33,316.4
1362,444,411,3,352.88,9.21,961.12
1363,444,310,1,365.27,7.61,337.46
1364,445,476,3,56.43,9.75,152.79
1365,446,240,3,366.43,10.76,981.05
1366,446,2,1,331.37,10.6,296.26
1367,446,383,3,404.46,11.6,1072.58
1368,446,458,3,200.78,10.37,539.87
1369,447,394,1,49.85,18.91,40.42
1370,447,254,1,225.94,15.94,189.92
1371,447,124,1,120.2,15.12,102.02
