order_id,customer_id,order_date,order_status,shipping_method,payment_method,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,shipping_address,order_priority
228,851,2024-12-28,Completed,Express,PayPal,258.44,20.68,20.96,11.05,289.03,"Address 228, City, Country",Medium
229,1255,2024-07-22,Shipped,Overnight,Bank Transfer,751.26,60.1,19.69,10.89,820.16,"Address 229, City, Country",Medium
230,790,2024-07-25,Processing,Overnight,PayPal,596.8,47.74,14.27,78.8,580.01,"Address 230, City, Country",High
231,808,2025-01-24,Completed,Standard,PayPal,246.07,19.69,16.02,5.45,276.32,"Address 231, City, Country",Low
232,1018,2025-02-09,Completed,Overnight,Credit Card,62.1,4.97,17.18,0.81,83.43,"Address 232, City, Country",Medium
233,1023,2025-06-15,Processing,Express,PayPal,326.52,26.12,7.59,55.05,305.19,"Address 233, City, Country",Low
234,1868,2025-02-16,Completed,Economy,Digital Wallet,156.82,12.55,6.69,1.39,174.67,"Address 234, City, Country",Low
235,1210,2025-01-12,Processing,Express,PayPal,696.93,55.75,16.05,78.55,690.18,"Address 235, City, Country",Low
236,1827,2025-04-25,Completed,Express,Bank Transfer,981.44,78.51,15.76,89.35,986.37,"Address 236, City, Country",Medium
237,1662,2025-04-03,Completed,Economy,Credit Card,850.46,68.04,21.11,124.35,815.26,"Address 237, City, Country",Medium
238,916,2024-07-21,Completed,Overnight,Credit Card,523.45,41.88,12.34,92.29,485.38,"Address 238, City, Country",Low
239,566,2024-07-18,Shipped,Overnight,Bank Transfer,74.75,5.98,16.31,1.44,95.61,"Address 239, City, Country",Medium
240,5,2024-12-28,Shipped,Express,PayPal,324.04,25.92,9.98,60.87,299.07,"Address 240, City, Country",Low
241,1841,2024-09-26,Completed,Express,PayPal,74.73,5.98,9.74,11.57,78.88,"Address 241, City, Country",Low
242,890,2024-10-30,Completed,Overnight,PayPal,984.0,78.72,9.9,74.07,998.55,"Address 242, City, Country",Medium
243,937,2024-10-03,Completed,Standard,PayPal,475.0,38.0,22.47,49.12,486.35,"Address 243, City, Country",Medium
244,569,2024-11-12,Shipped,Standard,Credit Card,635.54,50.84,18.7,25.14,679.94,"Address 244, City, Country",High
245,1541,2024-12-13,Completed,Economy,Bank Transfer,337.08,26.97,10.55,58.28,316.32,"Address 245, City, Country",Medium
246,10,2025-02-20,Completed,Economy,Credit Card,986.51,78.92,14.28,117.86,961.86,"Address 246, City, Country",Medium
247,1864,2024-08-01,Completed,Overnight,Digital Wallet,698.12,55.85,15.61,11.62,757.96,"Address 247, City, Country",High
248,1372,2025-06-07,Completed,Economy,Credit Card,571.2,45.7,5.24,57.26,564.88,"Address 248, City, Country",High
249,267,2025-01-09,Completed,Overnight,Bank Transfer,250.5,20.04,13.65,20.97,263.22,"Address 249, City, Country",Medium
250,1761,2024-12-19,Completed,Economy,Digital Wallet,271.07,21.69,5.7,43.0,255.46,"Address 250, City, Country",Low
251,545,2025-06-17,Completed,Express,Bank Transfer,769.92,61.59,12.23,113.67,730.08,"Address 251, City, Country",Medium
252,219,2025-03-19,Completed,Economy,Digital Wallet,98.43,7.87,14.59,14.23,106.65,"Address 252, City, Country",Medium
253,1003,2024-12-10,Completed,Express,Credit Card,926.56,74.12,12.52,93.81,919.39,"Address 253, City, Country",Medium
254,1511,2025-03-31,Completed,Overnight,Digital Wallet,951.72,76.14,11.97,34.21,1005.62,"Address 254, City, Country",Medium
255,1296,2025-01-26,Completed,Economy,Credit Card,790.24,63.22,17.82,9.58,861.7,"Address 255, City, Country",Medium
256,1168,2024-07-13,Completed,Economy,Credit Card,637.07,50.97,18.31,122.67,583.68,"Address 256, City, Country",Medium
257,1727,2024-10-10,Completed,Economy,Credit Card,161.19,12.9,5.32,3.45,175.96,"Address 257, City, Country",Low
258,997,2024-12-02,Processing,Economy,Digital Wallet,901.57,72.13,13.97,118.45,869.22,"Address 258, City, Country",Low
259,768,2025-04-16,Completed,Overnight,PayPal,95.43,7.63,19.36,17.38,105.03,"Address 259, City, Country",Low
260,1740,2024-08-11,Completed,Express,Bank Transfer,81.54,6.52,24.94,1.61,111.38,"Address 260, City, Country",Low
261,1011,2024-08-03,Completed,Overnight,Credit Card,735.44,58.84,11.5,116.07,689.7,"Address 261, City, Country",High
262,1277,2024-10-19,Completed,Overnight,Digital Wallet,485.62,38.85,9.0,78.77,454.7,"Address 262, City, Country",Low
263,1074,2024-09-02,Completed,Express,Bank Transfer,166.12,13.29,14.88,9.18,185.11,"Address 263, City, Country",Medium
264,428,2024-12-26,Completed,Economy,Digital Wallet,711.37,56.91,24.21,24.81,767.67,"Address 264, City, Country",Medium
265,1031,2024-09-06,Completed,Express,PayPal,627.88,50.23,19.31,46.82,650.6,"Address 265, City, Country",High
266,562,2024-09-24,Completed,Economy,PayPal,313.46,25.08,9.11,22.83,324.81,"Address 266, City, Country",Low
267,363,2024-11-10,Completed,Standard,Digital Wallet,309.65,24.77,10.95,34.73,310.65,"Address 267, City, Country",Medium
268,1428,2024-08-08,Shipped,Overnight,Bank Transfer,523.24,41.86,9.92,72.07,502.94,"Address 268, City, Country",Low
269,211,2025-04-08,Cancelled,Overnight,Digital Wallet,944.35,75.55,22.84,108.88,933.86,"Address 269, City, Country",Low
270,1148,2024-11-13,Completed,Express,Credit Card,609.74,48.78,19.44,94.33,583.63,"Address 270, City, Country",Low
271,1066,2024-12-22,Completed,Standard,Credit Card,200.05,16.0,23.08,9.23,229.91,"Address 271, City, Country",Medium
272,610,2024-09-07,Completed,Economy,Digital Wallet,360.17,28.81,23.73,28.26,384.46,"Address 272, City, Country",Low
273,1249,2025-06-30,Shipped,Express,Bank Transfer,123.02,9.84,21.0,22.77,131.1,"Address 273, City, Country",Low
274,641,2025-02-28,Completed,Express,Digital Wallet,485.48,38.84,8.26,80.62,451.96,"Address 274, City, Country",Medium
275,430,2025-02-18,Completed,Economy,Credit Card,119.65,9.57,9.47,0.8,137.89,"Address 275, City, Country",Low
276,3,2025-01-28,Completed,Standard,Credit Card,381.16,30.49,14.87,31.76,394.77,"Address 276, City, Country",Low
277,1627,2024-12-05,Completed,Economy,PayPal,525.25,42.02,22.09,61.77,527.59,"Address 277, City, Country",Medium
278,416,2024-12-28,Completed,Economy,Digital Wallet,89.01,7.12,6.43,5.79,96.78,"Address 278, City, Country",Low
279,1851,2024-08-24,Completed,Economy,Credit Card,185.69,14.85,6.11,23.24,183.41,"Address 279, City, Country",Urgent
280,1905,2025-03-07,Shipped,Overnight,PayPal,767.93,61.43,20.79,16.09,834.07,"Address 280, City, Country",Low
281,409,2025-05-04,Completed,Economy,PayPal,638.2,51.06,17.39,4.82,701.83,"Address 281, City, Country",Medium
282,1886,2025-06-05,Completed,Overnight,Credit Card,885.36,70.83,8.09,152.54,811.73,"Address 282, City, Country",Low
283,1426,2025-06-22,Completed,Express,Credit Card,519.01,41.52,7.87,14.0,554.4,"Address 283, City, Country",Low
284,1081,2025-03-21,Completed,Overnight,PayPal,719.08,57.53,19.84,98.95,697.5,"Address 284, City, Country",Low
285,1478,2025-03-12,Completed,Express,Credit Card,568.94,45.51,9.75,77.28,546.92,"Address 285, City, Country",High
286,437,2024-08-29,Completed,Economy,PayPal,317.16,25.37,9.08,60.0,291.62,"Address 286, City, Country",Low
287,1280,2024-11-26,Completed,Express,Credit Card,106.57,8.53,16.11,16.87,114.34,"Address 287, City, Country",Medium
288,227,2024-07-12,Completed,Express,PayPal,779.81,62.38,10.29,48.47,804.02,"Address 288, City, Country",Medium
289,1945,2025-01-31,Shipped,Express,Credit Card,936.94,74.95,15.23,131.31,895.81,"Address 289, City, Country",High
290,1635,2025-06-28,Completed,Standard,Credit Card,634.3,50.74,21.98,44.77,662.25,"Address 290, City, Country",Medium
291,1355,2025-04-09,Completed,Overnight,Credit Card,981.0,78.48,11.39,146.01,924.86,"Address 291, City, Country",Low
292,144,2025-04-01,Completed,Overnight,Credit Card,593.1,47.45,23.76,0.9,663.4,"Address 292, City, Country",Medium
293,1010,2025-02-23,Processing,Standard,Digital Wallet,967.0,77.36,24.2,43.65,1024.91,"Address 293, City, Country",Low
294,1303,2024-12-25,Completed,Standard,Bank Transfer,499.03,39.92,6.22,52.1,493.07,"Address 294, City, Country",Low
295,776,2024-12-30,Completed,Standard,Credit Card,327.09,26.17,14.15,26.97,340.43,"Address 295, City, Country",Medium
296,1179,2025-04-18,Completed,Economy,PayPal,969.88,77.59,14.79,135.08,927.18,"Address 296, City, Country",High
297,1559,2025-01-07,Shipped,Express,PayPal,717.56,57.41,19.92,36.38,758.51,"Address 297, City, Country",Low
298,1119,2024-09-12,Shipped,Economy,Bank Transfer,457.32,36.59,22.43,70.38,445.96,"Address 298, City, Country",Low
299,357,2024-11-26,Completed,Standard,Credit Card,79.13,6.33,8.0,8.89,84.56,"Address 299, City, Country",Low
300,390,2025-02-11,Processing,Express,PayPal,926.09,74.09,8.03,105.01,903.2,"Address 300, City, Country",Medium
301,1549,2024-12-08,Completed,Economy,Credit Card,905.56,72.44,6.02,131.31,852.72,"Address 301, City, Country",Urgent
302,980,2025-05-15,Completed,Express,PayPal,73.24,5.86,12.25,1.87,89.48,"Address 302, City, Country",Low
303,1828,2025-02-24,Completed,Economy,Bank Transfer,120.29,9.62,9.07,2.23,136.74,"Address 303, City, Country",Medium
304,83,2025-05-17,Completed,Express,Credit Card,881.78,70.54,22.52,31.05,943.79,"Address 304, City, Country",Medium
305,703,2024-09-09,Shipped,Standard,Digital Wallet,394.62,31.57,7.5,11.37,422.32,"Address 305, City, Country",Low
306,1424,2024-09-22,Returned,Overnight,Bank Transfer,508.1,40.65,19.19,62.23,505.71,"Address 306, City, Country",High
307,539,2024-10-31,Completed,Overnight,PayPal,423.29,33.86,22.59,82.95,396.8,"Address 307, City, Country",Medium
308,381,2025-02-10,Completed,Standard,Credit Card,614.54,49.16,16.38,14.32,665.76,"Address 308, City, Country",Medium
309,1190,2025-06-04,Completed,Economy,PayPal,498.41,39.87,20.97,4.63,554.62,"Address 309, City, Country",Low
310,383,2024-09-15,Completed,Standard,Credit Card,672.72,53.82,14.34,63.18,677.7,"Address 310, City, Country",Low
311,1931,2024-11-06,Cancelled,Economy,Digital Wallet,964.89,77.19,21.2,2.72,1060.56,"Address 311, City, Country",Medium
312,543,2024-11-14,Completed,Express,Bank Transfer,894.29,71.54,12.61,162.5,815.95,"Address 312, City, Country",High
313,1648,2024-10-08,Completed,Overnight,PayPal,104.11,8.33,9.11,9.93,111.62,"Address 313, City, Country",High
314,419,2025-06-20,Completed,Overnight,Digital Wallet,966.01,77.28,13.23,67.11,989.42,"Address 314, City, Country",Low
315,1999,2025-01-31,Shipped,Standard,PayPal,796.03,63.68,18.94,56.47,822.19,"Address 315, City, Country",Medium
316,558,2024-07-31,Completed,Standard,PayPal,930.48,74.44,19.11,28.28,995.75,"Address 316, City, Country",Medium
317,310,2024-07-07,Completed,Overnight,PayPal,237.96,19.04,15.84,28.63,244.2,"Address 317, City, Country",Medium
318,25,2025-04-22,Shipped,Economy,Credit Card,654.82,52.39,9.59,54.8,661.99,"Address 318, City, Country",Low
319,677,2025-04-23,Completed,Overnight,Digital Wallet,858.86,68.71,23.85,171.31,780.1,"Address 319, City, Country",Medium
320,323,2025-06-17,Completed,Express,Digital Wallet,199.58,15.97,22.12,36.31,201.36,"Address 320, City, Country",Low
321,142,2025-05-28,Shipped,Express,Bank Transfer,304.6,24.37,7.46,23.28,313.15,"Address 321, City, Country",Low
322,549,2024-10-07,Completed,Standard,Credit Card,935.33,74.83,17.56,185.95,841.76,"Address 322, City, Country",Low
323,935,2025-04-30,Completed,Economy,PayPal,381.21,30.5,16.67,66.38,362.0,"Address 323, City, Country",Medium
324,1203,2024-09-04,Completed,Standard,Credit Card,121.82,9.75,23.73,7.05,148.24,"Address 324, City, Country",Urgent
325,1719,2025-05-08,Completed,Overnight,Digital Wallet,282.5,22.6,22.82,6.21,321.71,"Address 325, City, Country",Low
326,1983,2025-05-27,Completed,Standard,Credit Card,981.56,78.53,21.09,168.83,912.35,"Address 326, City, Country",Medium
327,322,2024-07-27,Completed,Overnight,PayPal,375.4,30.03,24.06,18.19,411.3,"Address 327, City, Country",Medium
328,487,2025-02-04,Processing,Economy,Digital Wallet,86.23,6.9,19.39,4.83,107.68,"Address 328, City, Country",Low
329,1481,2024-09-15,Completed,Standard,Credit Card,479.7,38.38,19.69,48.07,489.7,"Address 329, City, Country",Low
330,1298,2024-07-09,Shipped,Standard,Bank Transfer,982.83,78.63,12.49,33.39,1040.56,"Address 330, City, Country",Medium
331,1216,2024-12-29,Completed,Express,Bank Transfer,441.18,35.29,6.94,20.81,462.59,"Address 331, City, Country",Medium
332,949,2025-05-25,Completed,Economy,Digital Wallet,353.09,28.25,19.98,22.21,379.1,"Address 332, City, Country",Medium
333,241,2025-03-14,Completed,Economy,Credit Card,227.75,18.22,20.64,43.54,223.08,"Address 333, City, Country",Low
334,762,2025-02-20,Completed,Express,PayPal,379.07,30.33,16.34,70.68,355.05,"Address 334, City, Country",Low
335,666,2024-12-13,Cancelled,Overnight,Credit Card,889.77,71.18,16.03,109.66,867.32,"Address 335, City, Country",Medium
336,1409,2024-07-11,Completed,Economy,Bank Transfer,221.77,17.74,17.94,44.03,213.41,"Address 336, City, Country",Low
337,1085,2025-05-31,Completed,Standard,Digital Wallet,235.99,18.88,21.26,39.87,236.26,"Address 337, City, Country",Low
338,739,2025-05-22,Processing,Standard,Digital Wallet,679.87,54.39,18.47,42.6,710.13,"Address 338, City, Country",Low
339,435,2025-05-24,Completed,Overnight,PayPal,652.76,52.22,16.82,38.32,683.48,"Address 339, City, Country",Medium
340,565,2024-12-01,Completed,Express,Credit Card,868.37,69.47,21.92,54.36,905.4,"Address 340, City, Country",Low
341,1235,2025-06-08,Shipped,Standard,Bank Transfer,742.59,59.41,9.85,88.29,723.55,"Address 341, City, Country",Urgent
342,1062,2024-08-09,Completed,Express,PayPal,983.7,78.7,12.47,154.19,920.67,"Address 342, City, Country",Medium
343,1822,2024-10-12,Cancelled,Standard,Bank Transfer,227.59,18.21,17.74,33.98,229.56,"Address 343, City, Country",Urgent
344,1572,2025-04-29,Completed,Standard,Bank Transfer,382.43,30.59,15.86,29.33,399.55,"Address 344, City, Country",Medium
345,1321,2025-04-27,Processing,Economy,Credit Card,349.02,27.92,24.71,32.54,369.11,"Address 345, City, Country",Low
346,1276,2025-04-30,Returned,Economy,PayPal,126.04,10.08,20.11,0.24,155.99,"Address 346, City, Country",Urgent
347,200,2024-08-11,Shipped,Express,Digital Wallet,306.17,24.49,6.95,48.58,289.04,"Address 347, City, Country",Low
348,791,2024-07-31,Completed,Express,Bank Transfer,65.99,5.28,12.81,8.64,75.44,"Address 348, City, Country",Low
349,1969,2025-04-11,Completed,Express,Bank Transfer,768.48,61.48,13.27,64.59,778.64,"Address 349, City, Country",Low
350,995,2025-05-24,Completed,Express,Credit Card,552.79,44.22,23.98,8.1,612.9,"Address 350, City, Country",Medium
351,1262,2025-01-05,Completed,Overnight,PayPal,245.26,19.62,5.82,32.98,237.72,"Address 351, City, Country",Low
352,745,2025-06-03,Completed,Economy,Digital Wallet,852.7,68.22,14.5,27.69,907.73,"Address 352, City, Country",Low
353,1757,2024-10-21,Processing,Standard,Digital Wallet,93.23,7.46,24.02,10.85,113.86,"Address 353, City, Country",Medium
354,1625,2025-02-15,Completed,Standard,PayPal,874.69,69.98,15.58,63.78,896.47,"Address 354, City, Country",Low
355,1712,2025-02-11,Completed,Standard,PayPal,669.41,53.55,19.16,104.25,637.88,"Address 355, City, Country",Urgent
356,1497,2025-06-07,Cancelled,Standard,Credit Card,776.6,62.13,13.11,116.22,735.61,"Address 356, City, Country",Medium
357,4,2025-02-04,Completed,Overnight,Credit Card,545.32,43.63,18.67,29.39,578.23,"Address 357, City, Country",Medium
358,13,2025-06-25,Completed,Standard,Bank Transfer,793.91,63.51,21.73,72.15,807.0,"Address 358, City, Country",High
359,1466,2025-03-23,Completed,Express,PayPal,929.08,74.33,9.4,57.65,955.16,"Address 359, City, Country",High
360,884,2025-03-06,Completed,Overnight,Digital Wallet,171.87,13.75,6.37,15.38,176.6,"Address 360, City, Country",High
361,1316,2025-02-24,Completed,Standard,PayPal,629.38,50.35,15.04,90.45,604.33,"Address 361, City, Country",Medium
362,1751,2024-08-08,Shipped,Standard,Digital Wallet,283.51,22.68,18.48,2.45,322.22,"Address 362, City, Country",Medium
363,467,2024-11-15,Processing,Overnight,PayPal,115.03,9.2,14.63,3.89,134.97,"Address 363, City, Country",Low
364,1639,2024-11-14,Completed,Overnight,Bank Transfer,128.6,10.29,20.37,4.34,154.92,"Address 364, City, Country",Medium
365,782,2024-12-29,Processing,Economy,Credit Card,510.36,40.83,23.53,36.13,538.59,"Address 365, City, Country",Low
366,1733,2025-06-08,Returned,Overnight,Bank Transfer,665.2,53.22,24.33,67.9,674.84,"Address 366, City, Country",Low
367,1188,2025-01-18,Returned,Economy,Bank Transfer,954.37,76.35,11.21,110.83,931.1,"Address 367, City, Country",Medium
368,345,2025-04-23,Processing,Economy,Credit Card,331.31,26.5,22.73,20.01,360.53,"Address 368, City, Country",Medium
369,145,2025-01-12,Completed,Express,Bank Transfer,910.26,72.82,15.9,168.31,830.68,"Address 369, City, Country",Medium
370,759,2025-03-08,Shipped,Express,Bank Transfer,468.3,37.46,17.5,45.93,477.33,"Address 370, City, Country",Medium
371,1268,2025-02-18,Completed,Standard,Bank Transfer,278.9,22.31,13.93,6.84,308.3,"Address 371, City, Country",Low
372,1349,2024-10-09,Cancelled,Economy,Bank Transfer,963.88,77.11,15.44,106.64,949.8,"Address 372, City, Country",High
373,1469,2024-11-18,Completed,Express,PayPal,649.62,51.97,11.33,20.91,692.0,"Address 373, City, Country",Medium
374,1341,2024-08-11,Completed,Express,Credit Card,498.59,39.89,12.87,39.38,511.96,"Address 374, City, Country",Low
375,1693,2024-09-21,Completed,Express,Credit Card,399.76,31.98,15.53,67.82,379.45,"Address 375, City, Country",Medium
376,1964,2025-01-18,Cancelled,Overnight,PayPal,413.89,33.11,8.11,79.77,375.34,"Address 376, City, Country",Medium
377,1139,2024-12-15,Shipped,Economy,Digital Wallet,52.43,4.19,15.22,2.03,69.82,"Address 377, City, Country",Low
378,188,2025-02-11,Completed,Overnight,PayPal,907.77,72.62,23.17,95.12,908.45,"Address 378, City, Country",Low
379,803,2024-09-13,Completed,Overnight,PayPal,955.53,76.44,8.28,42.3,997.95,"Address 379, City, Country",Medium
380,95,2025-05-08,Completed,Standard,PayPal,548.02,43.84,10.38,90.88,511.36,"Address 380, City, Country",Medium
381,1227,2024-11-20,Completed,Standard,Credit Card,856.24,68.5,8.26,46.39,886.6,"Address 381, City, Country",Low
382,1609,2024-12-27,Completed,Economy,Bank Transfer,983.24,78.66,18.07,102.65,977.32,"Address 382, City, Country",Urgent
383,1271,2025-03-04,Completed,Overnight,Digital Wallet,104.88,8.39,5.89,4.3,114.86,"Address 383, City, Country",Low
384,1487,2025-02-01,Completed,Express,Digital Wallet,621.68,49.73,24.97,25.01,671.37,"Address 384, City, Country",Medium
385,970,2024-09-07,Completed,Standard,Digital Wallet,95.23,7.62,16.45,6.4,112.9,"Address 385, City, Country",Low
386,923,2025-01-05,Completed,Overnight,Digital Wallet,292.08,23.37,20.59,14.95,321.08,"Address 386, City, Country",Medium
387,1980,2024-09-10,Completed,Standard,PayPal,517.2,41.38,19.67,58.62,519.63,"Address 387, City, Country",Medium
388,988,2024-10-11,Shipped,Express,Digital Wallet,141.18,11.29,12.91,14.53,150.85,"Address 388, City, Country",Low
389,433,2025-04-04,Completed,Standard,Bank Transfer,666.0,53.28,10.8,112.6,617.48,"Address 389, City, Country",Urgent
390,284,2025-05-21,Shipped,Standard,Bank Transfer,254.91,20.39,8.51,12.92,270.89,"Address 390, City, Country",Medium
391,1705,2024-09-11,Completed,Economy,Bank Transfer,943.97,75.52,22.43,96.56,945.36,"Address 391, City, Country",Low
392,440,2024-11-19,Completed,Economy,Bank Transfer,78.8,6.3,20.29,13.17,92.23,"Address 392, City, Country",Medium
393,1944,2025-05-31,Completed,Economy,Bank Transfer,646.24,51.7,23.02,92.85,628.11,"Address 393, City, Country",Low
394,1918,2025-06-20,Completed,Express,PayPal,795.96,63.68,15.25,129.43,745.45,"Address 394, City, Country",Medium
395,263,2025-03-22,Completed,Express,Digital Wallet,425.33,34.03,23.61,53.28,429.69,"Address 395, City, Country",Low
396,1679,2024-08-21,Completed,Express,PayPal,332.24,26.58,16.54,36.19,339.17,"Address 396, City, Country",Low
397,523,2024-07-07,Completed,Economy,PayPal,273.12,21.85,11.82,10.68,296.11,"Address 397, City, Country",High
398,500,2025-05-01,Completed,Standard,Credit Card,125.81,10.06,22.03,1.4,156.51,"Address 398, City, Country",Medium
399,317,2024-11-21,Completed,Express,Credit Card,736.85,58.95,12.48,86.28,722.0,"Address 399, City, Country",Medium
400,1206,2025-02-15,Cancelled,Overnight,Digital Wallet,518.6,41.49,23.32,99.12,484.29,"Address 400, City, Country",Low
401,1819,2024-07-17,Completed,Standard,Digital Wallet,469.25,37.54,11.28,35.12,482.95,"Address 401, City, Country",Medium
402,915,2025-06-29,Completed,Standard,Digital Wallet,812.87,65.03,14.53,129.98,762.45,"Address 402, City, Country",Medium
403,1247,2025-01-13,Cancelled,Standard,Credit Card,292.55,23.4,17.77,50.27,283.45,"Address 403, City, Country",Medium
404,203,2025-04-16,Processing,Overnight,PayPal,560.74,44.86,15.34,101.5,519.44,"Address 404, City, Country",Low
405,561,2024-12-13,Shipped,Standard,PayPal,465.89,37.27,5.06,81.51,426.71,"Address 405, City, Country",Low
406,374,2024-11-03,Completed,Standard,PayPal,233.57,18.69,14.47,31.86,234.87,"Address 406, City, Country",High
407,1618,2025-03-17,Completed,Standard,Credit Card,739.78,59.18,14.56,110.76,702.76,"Address 407, City, Country",Low
408,1104,2025-05-24,Processing,Express,Bank Transfer,254.68,20.37,15.55,12.26,278.34,"Address 408, City, Country",High
409,1584,2024-12-20,Returned,Overnight,PayPal,724.9,57.99,6.83,140.71,649.01,"Address 409, City, Country",Low
410,1927,2025-01-05,Processing,Express,Bank Transfer,965.5,77.24,13.01,70.25,985.5,"Address 410, City, Country",Low
411,190,2024-09-05,Shipped,Economy,Bank Transfer,621.46,49.72,8.26,68.2,611.23,"Address 411, City, Country",Medium
412,1685,2025-05-17,Completed,Express,Digital Wallet,970.77,77.66,19.12,65.23,1002.32,"Address 412, City, Country",Low
413,418,2025-06-06,Completed,Economy,Digital Wallet,344.73,27.58,15.13,40.31,347.13,"Address 413, City, Country",Medium
414,61,2025-01-29,Cancelled,Economy,Credit Card,375.12,30.01,8.48,41.4,372.21,"Address 414, City, Country",High
415,1128,2025-04-02,Completed,Economy,Digital Wallet,404.29,32.34,16.7,0.99,452.34,"Address 415, City, Country",Medium
416,1815,2024-09-02,Completed,Economy,Digital Wallet,246.12,19.69,15.55,10.04,271.32,"Address 416, City, Country",Low
417,1486,2025-06-06,Completed,Economy,Digital Wallet,79.77,6.38,7.13,8.77,84.51,"Address 417, City, Country",Medium
418,1093,2025-02-22,Completed,Standard,PayPal,253.34,20.27,16.91,4.74,285.78,"Address 418, City, Country",Medium
419,126,2025-03-09,Completed,Overnight,Credit Card,857.93,68.63,21.49,127.83,820.23,"Address 419, City, Country",High
420,400,2024-12-07,Completed,Standard,Credit Card,407.16,32.57,22.94,1.39,461.28,"Address 420, City, Country",Medium
421,541,2025-06-20,Completed,Express,Bank Transfer,897.81,71.82,7.36,127.25,849.74,"Address 421, City, Country",Low
422,845,2025-05-01,Completed,Express,Bank Transfer,981.51,78.52,12.86,174.0,898.88,"Address 422, City, Country",Low
423,302,2024-07-28,Completed,Overnight,PayPal,683.55,54.68,18.41,123.19,633.45,"Address 423, City, Country",Medium
424,1028,2024-07-29,Completed,Overnight,Digital Wallet,819.82,65.59,8.12,63.77,829.75,"Address 424, City, Country",Urgent
425,1415,2024-07-29,Completed,Overnight,PayPal,595.08,47.61,20.13,32.52,630.3,"Address 425, City, Country",High
426,955,2024-08-11,Completed,Express,Credit Card,268.59,21.49,17.23,28.08,279.22,"Address 426, City, Country",Medium
427,1457,2024-11-11,Shipped,Standard,Credit Card,605.23,48.42,17.13,74.96,595.82,"Address 427, City, Country",Low
428,1530,2025-01-12,Completed,Overnight,Credit Card,388.04,31.04,18.64,75.0,362.72,"Address 428, City, Country",High
429,720,2024-12-17,Completed,Economy,Digital Wallet,592.46,47.4,5.64,106.99,538.5,"Address 429, City, Country",Low
430,288,2025-04-13,Completed,Overnight,PayPal,892.84,71.43,20.32,35.17,949.42,"Address 430, City, Country",High
431,1917,2025-03-28,Completed,Overnight,Bank Transfer,740.66,59.25,13.5,136.99,676.43,"Address 431, City, Country",Low
432,58,2025-02-23,Processing,Overnight,PayPal,374.92,29.99,8.29,21.31,391.89,"Address 432, City, Country",Low
433,352,2025-04-22,Completed,Overnight,PayPal,284.82,22.79,10.18,49.88,267.91,"Address 433, City, Country",Low
434,347,2025-03-28,Completed,Overnight,Digital Wallet,950.56,76.05,7.69,145.86,888.44,"Address 434, City, Country",Medium
435,1579,2025-05-04,Completed,Economy,Digital Wallet,381.57,30.53,24.17,6.35,429.91,"Address 435, City, Country",Urgent
436,436,2024-09-17,Cancelled,Express,Digital Wallet,204.61,16.37,9.04,36.4,193.62,"Address 436, City, Country",Medium
437,1812,2025-03-23,Processing,Economy,PayPal,476.13,38.09,9.47,29.49,494.2,"Address 437, City, Country",Medium
438,1214,2024-07-18,Completed,Economy,Credit Card,499.77,39.98,10.9,80.16,470.49,"Address 438, City, Country",Low
439,1325,2024-11-27,Completed,Economy,PayPal,834.56,66.77,14.89,57.86,858.36,"Address 439, City, Country",Low
440,1748,2025-03-02,Completed,Express,PayPal,956.43,76.51,22.01,56.36,998.6,"Address 440, City, Country",Low
441,1520,2025-03-28,Completed,Overnight,Credit Card,638.22,51.06,9.92,111.98,587.22,"Address 441, City, Country",Low
442,1120,2024-07-17,Processing,Overnight,Digital Wallet,351.23,28.1,15.72,46.45,348.6,"Address 442, City, Country",High
443,1807,2025-05-15,Completed,Economy,Bank Transfer,611.47,48.92,11.95,0.72,671.62,"Address 443, City, Country",Medium
444,1315,2024-09-17,Processing,Standard,Bank Transfer,936.17,74.89,19.3,173.8,856.57,"Address 444, City, Country",Low
445,532,2025-05-17,Processing,Overnight,Digital Wallet,648.0,51.84,18.42,46.97,671.29,"Address 445, City, Country",Low
446,452,2024-10-04,Completed,Express,Credit Card,769.27,61.54,8.8,51.17,788.44,"Address 446, City, Country",High
447,1079,2025-06-29,Completed,Standard,Digital Wallet,678.33,54.27,11.5,70.05,674.05,"Address 447, City, Country",High
448,1744,2025-01-10,Processing,Standard,PayPal,70.65,5.65,9.79,7.67,78.42,"Address 448, City, Country",Medium
449,481,2025-04-26,Completed,Overnight,Credit Card,547.0,43.76,9.31,78.63,521.44,"Address 449, City, Country",Medium
450,315,2025-01-03,Completed,Express,PayPal,288.55,23.08,10.7,37.35,284.98,"Address 450, City, Country",Medium
451,626,2024-07-17,Returned,Overnight,PayPal,462.96,37.04,16.33,2.08,514.25,"Address 451, City, Country",Low
452,953,2024-12-26,Completed,Overnight,Credit Card,899.97,72.0,5.66,146.24,831.39,"Address 452, City, Country",Urgent
453,104,2024-09-05,Completed,Express,Credit Card,291.47,23.32,5.01,3.87,315.93,"Address 453, City, Country",High
454,431,2025-04-02,Processing,Economy,Credit Card,274.82,21.99,7.87,20.56,284.12,"Address 454, City, Country",Medium
455,1561,2024-09-09,Processing,Standard,Digital Wallet,147.89,11.83,23.09,16.82,165.99,"Address 455, City, Country",Low
456,1236,2025-06-06,Completed,Overnight,Credit Card,830.62,66.45,5.89,158.84,744.12,"Address 456, City, Country",Medium
